#{"t_start": 1760779442.1064942, "env_id": "None"}
r,l,t1-108.1636,210,48.153744
-4.12276,393,49.38938
-43.2432,321,50.500753
-112.69072,322,51.699006
-83.21772,279,52.431338
-120.60492,247,99.614266
-62.15556,388,100.763263
-90.98112,249,101.796067
-72.19516,318,102.870962
10.6834,471,104.417858
-130.65072,209,164.156989
-133.37852,234,164.865644
-61.44192,369,165.89515
-88.50016,248,166.638762
-124.41952,207,167.250513
-94.01336,263,206.107998
-114.9168,300,206.981635
-75.25372,304,207.821685
-93.48692,284,208.808223
-152.7938,180,209.317777
-125.8196,255,255.025108
-144.8226,255,255.740411
-122.6692,236,256.396866
-128.08952,269,257.236035
-124.81792,299,258.095173
-139.448,190,301.042817
-122.42912,259,301.757932
-150.3794,225,302.42126
-132.5758,235,303.082272
-152.9684,250,303.802719
-109.30012,222,348.367674
-107.21332,204,349.040828
-152.46812,252,350.023282
-157.74432,164,350.546188
-159.7928,165,351.137204
-118.82,251,417.44028
-30.1684,330,418.482895
-22.46776,413,419.77168
-58.89952,407,420.915232
-73.47776,238,421.547318
-138.71152,147,466.023971
-145.217,165,466.506944
-89.30812,207,467.096331
-138.48972,179,467.631406
-116.59972,209,468.317231
-39.32792,294,518.41034
-76.06212,224,519.093426
-95.339,221,519.841388
-86.5924,226,520.530183
-7.002,326,521.535517
-125.10236,298,576.592999
-124.24692,269,577.489099
-142.85212,227,578.196589
-126.25532,264,578.885819
-136.6808,231,579.523916
-143.01712,262,631.289746
-116.7056,240,631.882323
-167.0928,206,632.562912
-121.81972,247,633.269339
-128.41612,299,634.137511
-149.18992,212,667.389108
-94.06836,343,668.319495
-138.0006,305,669.140912
-108.38692,312,670.145007
-136.1722,245,670.868681
-170.6316,240,724.890697
-131.13192,279,725.584182
-95.2798,261,726.251558
-117.00652,292,727.29118
-141.2208,280,728.174052
-161.131,220,765.926795
-125.01152,187,766.473023
-102.0372,326,767.426194
-129.093,296,768.293443
-162.35712,204,768.955826
-151.2308,260,816.754788
-114.6482,300,817.637369
-125.23432,264,818.458945
-117.94672,282,819.389425
-196.62836,243,820.221332
-183.76836,258,881.160033
-133.00872,234,881.873736
-113.2956,281,882.751228
-140.19332,267,883.586236
-179.7162,205,884.219318
-151.78852,204,923.217599
-130.20612,254,924.043966
-131.43596,238,924.960041
-119.2316,260,925.83159
-110.06536,263,926.630344
-61.55316,278,1000.535497
-75.5472,215,1001.117995
-93.60612,317,1002.016677
-75.2026,245,1002.799381
-63.681,240,1003.616184
-136.17772,234,1045.243221
-108.1268,300,1046.261099
-132.92752,204,1046.948519
-140.111,261,1047.760612
-123.39332,237,1048.560192
-153.47116,233,1104.732491
-134.042,215,1105.412835
-152.70732,259,1106.310643
-165.1422,305,1107.351158
-171.705,206,1108.213799
-131.7748,265,1173.166267
-106.78012,339,1174.288564
-142.43312,214,1174.96901
-117.818,275,1175.93737
-124.36732,242,1176.72879
-127.41832,244,1237.934745
-157.25272,202,1238.675913
-109.9888,265,1239.5509
-123.38092,227,1240.295997
-153.9248,320,1241.277688
-130.48312,229,1289.779166
-126.70776,243,1290.50906
-142.90752,249,1291.497445
-121.38476,273,1292.412765
-142.04232,262,1293.279573
-107.7764,425,1351.877283
-132.9122,240,1352.816617
-97.48156,438,1354.392272
-143.30992,387,1355.662816
-128.58116,498,1357.315548
-141.07952,292,1398.470645
-168.77032,259,1399.580989
-175.40572,277,1400.577976
-173.20712,287,1401.492123
-164.58632,289,1402.446406
-144.005,165,1456.008715
-125.86476,198,1456.587996
-140.74912,179,1457.186242
-173.06292,164,1457.838208
-84.3254,230,1458.679674
-137.82696,248,1507.489013
-53.7714,285,1508.426025
-100.59256,268,1509.491327
-118.38012,277,1510.379147
-117.59152,207,1510.998178
-181.4206,215,1549.07813
-161.99036,228,1549.916261
-150.88256,223,1550.69013
-123.1572,245,1551.504798
-157.74732,204,1552.180375
-114.01,266,1629.035197
-120.33292,289,1630.039633
-21.50172,334,1631.200274
-162.92736,218,1631.867419
-129.69936,253,1632.624004
-126.8274,251,1634.554967
-129.19056,253,1635.377165
-152.0844,290,1636.296707
-124.38976,273,1637.147622
-158.53232,237,1637.878435
-167.92172,204,1638.553368
-140.86092,309,1639.767745
-124.62036,243,1640.754663
-138.1162,305,1641.93619
-124.89872,202,1642.720737
-49.19772,502,1644.463343
-151.26372,234,1645.207036
-124.82376,238,1645.989498
-161.5732,220,1646.688509
-156.25012,242,1647.45389
-141.27956,248,1648.197782
-120.5558,235,1649.034279
-108.1916,330,1650.052726
-184.55892,237,1650.768526
-118.2732,296,1651.741938
74272
18.13164,533,1211.470975
-28.8126,335,1213.096453
178.62428,797,1243.582704
74.06928,742,1247.365796
-96.49696,303,1248.917039
48.67668,442,1251.430586
-34.47092,332,1253.306799
-31.2084,415,1266.477099
-8.11236,438,1268.667197
-28.78652,432,1270.722639
9.95748,569,1273.497558
-54.78452,357,1275.445596
-29.2858,320,1286.242401
-53.2782,380,1288.055334
-1.10252,474,1294.739896
-81.02792,387,1296.678654
-25.21052,544,1299.510698
-35.04332,584,1319.645809
99.28928,604,1322.580088
-8.75976,413,1324.798818
22.11968,487,1327.352937
19.4724,540,1330.03238
86.3074,496,1347.291559
6.05964,523,1349.861372
191.4552,941,1361.321728
27.33668,542,1364.340705
313.56,1000,1369.706695
61.23388,499,1386.38504
84.0292,541,1389.11654
20.27488,627,1392.32676
32.5848,480,1394.871642
344.01,1000,1404.853449
14.6038,521,1422.004689
304.61,1000,1427.161698
87.2338,836,1431.922434
307.89,1000,1437.126435
53.44284,513,1439.663202
11.751,450,1454.411413
56.44764,518,1460.474063
85.57488,627,1464.08831
130.30788,602,1467.252797
-15.64452,374,1469.24158
25.135,386,1482.539913
48.34464,518,1485.198795
-24.19212,399,1487.205844
61.24464,663,1490.941219
121.8386,785,1495.175708
-55.72812,324,1506.458166
22.703,525,1513.640008
67.79748,519,1516.208879
-22.4604,385,1518.357162
19.1016,566,1521.573133
58.1068,425,1535.215197
39.75144,463,1537.706953
129.3874,666,1541.165675
179.65244,958,1545.793587
66.84964,628,1552.954071
265.783,1000,1586.374356
27.48908,389,1588.299131
57.35428,454,1590.571654
99.88588,602,1593.673878
38.1518,471,1596.061954
133.4708,671,1621.057361
67.21448,557,1624.142837
44.0588,480,1626.644543
